Sub-cate,Merchant id,Merchant name,App id,Date,TPV,Transaction,Transaction type,SOF
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-24,1094821,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-24,807336,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-24,135556,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-24,455702,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-25,1095648,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-25,807945,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-25,135658,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-25,456047,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-26,1128098,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-26,831875,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-26,139676,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-26,469554,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-27,1149876,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-27,847934,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-27,142373,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-27,478619,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-28,1176826,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-28,867808,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-28,145709,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-02-28,489837,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-01,1203696,17,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-01,887622,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-01,149036,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-01,501020,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-02,1096773,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-02,808775,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-02,135798,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-02,456516,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-03,1077858,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-03,794827,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-03,133455,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-03,448642,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-04,1092851,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-04,805883,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-04,135312,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-04,454884,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-05,1097222,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-05,809106,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-05,135853,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-05,456702,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-06,1152430,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-06,849817,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-06,142688,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-06,479682,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-07,1183663,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-07,872849,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-07,146556,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-07,492681,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-08,1176979,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-08,867920,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-08,145728,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-08,489901,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-09,1097165,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-09,809064,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-09,135846,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-09,456679,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-10,1090570,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-10,804201,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-10,135029,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-10,453934,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-11,1081534,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-11,797538,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-11,133911,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-11,450172,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-12,1092047,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-12,805291,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-12,135212,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-12,454549,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-13,1157632,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-13,853653,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-13,143333,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-13,481847,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-14,1174702,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-14,866241,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-14,145446,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-14,488953,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-15,1186272,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-15,874773,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-15,146879,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-15,493768,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-16,1097084,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-16,809005,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-16,135836,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-16,456645,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-17,1059536,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-17,781316,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-17,131187,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-17,441017,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-18,1078677,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-18,795431,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-18,133557,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-18,448984,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-19,1079117,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-19,795755,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-19,133611,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-19,449167,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-20,1124116,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-20,828938,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-20,139183,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-20,467896,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-21,1174541,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-21,866122,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-21,145426,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-21,488886,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-22,1181729,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-22,871423,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-22,146316,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-22,491878,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-23,1124947,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-23,829551,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-23,139286,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-23,468242,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-24,1088670,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-24,802800,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-24,134794,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-24,453142,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-25,1076723,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-25,793990,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-25,133315,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-25,448169,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-26,1065195,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-26,785489,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-26,131888,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-26,443371,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-27,1129455,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-27,832876,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-27,139844,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-27,470119,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-28,1215800,17,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-28,896547,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-28,150535,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-28,506058,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-29,1173571,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-29,865407,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-29,145306,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-29,488483,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-30,1063318,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-30,784105,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-30,131655,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-30,442590,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-31,1046342,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-31,771587,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-31,129553,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-03-31,435525,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-01,1089350,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-01,803301,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-01,134878,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-01,453426,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-02,1079631,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-02,796135,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-02,133675,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-02,449381,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-03,1159492,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-03,855025,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-03,143563,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-03,482622,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-04,1193050,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-04,879771,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-04,147718,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-04,496589,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-05,1213753,17,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-05,895038,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-05,150282,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-05,505207,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-06,1125391,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-06,829879,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-06,139341,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-06,468427,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-07,1116260,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-07,823145,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-07,138210,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-07,464627,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-08,1054909,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-08,777904,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-08,130614,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-08,439090,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-09,1062166,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-09,783256,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-09,131513,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-09,442111,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-10,1141555,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-10,841798,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-10,141342,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-10,475156,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-11,1183184,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-11,872496,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-11,146497,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-11,492483,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-12,1172122,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-12,864339,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-12,145127,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-12,487879,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-13,1047634,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-13,772539,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-13,129713,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-13,436062,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-14,1084555,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-14,799766,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-14,134285,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-14,451430,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-15,1088367,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-15,802576,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-15,134757,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-15,453016,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-16,1083030,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-16,798641,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-16,134096,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-16,450794,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-17,1110232,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-17,818700,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-17,137464,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-17,462117,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-18,1180035,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-18,870174,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-18,146106,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-18,491172,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-19,1178264,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-19,868868,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-19,145887,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-19,490435,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-20,1062454,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-20,783468,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-20,131548,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-20,442230,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-21,1078352,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-21,795192,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-21,133517,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-21,448848,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-22,1097079,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-22,809001,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-22,135835,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-22,456644,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-23,1048208,14,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-23,772963,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-23,129784,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-23,436301,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-24,1150192,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-24,848167,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-24,142412,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-24,478750,6,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-25,1187655,16,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-25,875793,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-25,147050,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-25,494344,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-26,1213849,17,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-26,895109,12,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-26,150293,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-26,505247,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-27,1110175,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-27,818658,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-27,137457,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-27,462094,7,Wallet,Others
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-28,1094439,15,Payment Gateway,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-28,807054,11,VietQR,
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-28,135509,2,Wallet,Paylater
Grocery,100006,Cửa Hàng Tiện Lợi Góc Phố,2006,2026-04-28,455544,6,Wallet,Others
